  0	  1
  1	  4
  2	  4
  3	  4
  4	  4
  5	  1
  6	  0
  7	  0
  8	  0
  9	  0
 10	  0
 11	  4
 12	  3
 13	  1
 14	  4
 15	  4
 16	  1
 17	  4
 18	  4
 19	  0
 20	  4
 21	  1
 22	  1
 23	  0
 24	  0
 25	  4
 26	  0
 27	  4
 28	  4
 29	  3
 30	  4
 31	  1
 32	  3
 33	  0
 34	  4
 35	  4
 36	  1
 37	  4
 38	  0
 39	  4
 40	  3
 41	  0
 42	  4
 43	  4
 44	  4
 45	  0
 46	  4
 47	  0
 48	  1
 49	  0
 50	  0
 51	  4
 52	  4
 53	  4
 54	  0
 55	  3
 56	  4
 57	  0
 58	  1
 59	  4
 60	  4
 61	  3
 62	  0
 63	  0
 64	  1
 65	  4
 66	  4
 67	  1
 68	  4
 69	  4
 70	  4
 71	  4
 72	  4
 73	  3
 74	  3
 75	  4
 76	  4
 77	  4
 78	  4
 79	  0
 80	  1
 81	  3
 82	  3
 83	  4
 84	  0
 85	  4
 86	  3
 87	  3
 88	  0
 89	  4
 90	  1
 91	  4
 92	  3
 93	  4
 94	  4
 95	  3
 96	  4
 97	  3
 98	  4
 99	  4
100	  1
101	  4
102	  4
103	  2
104	  1
105	  4
106	  3
107	  3
108	  1
109	  3
110	  4
111	  4
112	  4
113	  4
114	  4
115	  4
116	  1
117	  4
118	  4
119	  1
120	  4
121	  4
122	  3
123	  4
124	  4
125	  1
126	  4
127	  4
128	  3
129	  1
130	  4
131	  4
132	  4
133	  4
134	  4
135	  4
136	  4
137	  4
138	  4
139	  4
140	  1
141	  4
142	  4
143	  4
144	  4
145	  1
146	  4
147	  1
148	  1
149	  4
150	  4
151	  4
152	  4
153	  4
154	  3
155	  4
156	  4
157	  4
158	  4
159	  4
160	  4
161	  4
162	  4
163	  1
164	  4
165	  4
166	  1
167	  1
168	  4
169	  4
170	  4
171	  3
172	  1
173	  4
174	  4
175	  1
176	  4
177	  4
178	  4
179	  1
180	  4
181	  4
182	  3
183	  4
184	  4
185	  1
186	  1
187	  1
188	  1
189	  1
190	  1
191	  4
192	  4
193	  4
194	  1
195	  4
196	  3
197	  1
198	  4
199	  4
200	  1
201	  4
202	  0
203	  1
204	  1
205	  4
206	  4
207	  1
208	  1
209	  1
210	  4
211	  1
212	  4
213	  4
214	  4
215	  1
216	  1
217	  0
218	  4
219	  1
220	  3
221	  1
222	  4
223	  3
224	  1
225	  0
226	  3
227	  1
228	  4
229	  1
230	  1
231	  3
232	  0
233	  1
234	  1
235	  0
236	  4
237	  3
238	  1
239	  1
240	  1
241	  0
242	  0
243	  0
244	  0
245	  1
246	  1
247	  0
248	  0
249	  0
250	  1
251	  1
252	  4
253	  1
254	  3
255	  1
256	  4
257	  1
258	  1
259	  3
