  0	  1
  1	  3
  2	  0
  3	  3
  4	  4
  5	  1
  6	  1
  7	  3
  8	  4
  9	  4
 10	  1
 11	  0
 12	  0
 13	  3
 14	  4
 15	  2
 16	  2
 17	  2
 18	  2
 19	  3
 20	  3
 21	  3
 22	  3
 23	  0
 24	  0
 25	  2
 26	  4
 27	  4
 28	  4
 29	  0
 30	  0
 31	  3
 32	  0
 33	  1
 34	  1
 35	  1
 36	  0
 37	  0
 38	  3
 39	  0
 40	  3
 41	  4
 42	  3
 43	  3
 44	  2
 45	  0
 46	  0
 47	  3
 48	  1
 49	  0
 50	  1
 51	  0
 52	  0
 53	  0
 54	  4
 55	  2
 56	  0
 57	  3
 58	  0
 59	  4
 60	  0
 61	  3
 62	  0
 63	  3
 64	  0
 65	  4
 66	  0
 67	  1
 68	  1
 69	  0
 70	  0
 71	  4
 72	  4
 73	  1
 74	  0
 75	  3
 76	  0
 77	  0
 78	  3
 79	  4
 80	  3
 81	  0
 82	  0
 83	  0
 84	  1
 85	  0
 86	  4
 87	  0
 88	  4
 89	  0
 90	  3
 91	  4
 92	  0
 93	  0
 94	  0
 95	  2
 96	  0
 97	  3
 98	  3
 99	  3
100	  3
101	  0
102	  0
103	  1
104	  2
105	  1
106	  0
107	  4
108	  1
109	  4
110	  0
111	  0
112	  0
113	  4
114	  1
115	  0
116	  0
117	  0
118	  0
119	  0
120	  1
121	  0
122	  0
123	  2
124	  2
125	  0
126	  4
127	  0
128	  3
129	  1
130	  0
131	  0
132	  1
133	  0
134	  3
135	  4
136	  0
137	  4
138	  4
139	  1
140	  4
141	  2
142	  2
143	  2
144	  0
145	  4
146	  3
147	  0
148	  4
149	  0
150	  1
151	  0
152	  0
153	  0
154	  1
155	  4
156	  0
157	  4
158	  0
159	  1
160	  0
161	  1
162	  1
163	  2
164	  1
165	  4
166	  0
167	  1
168	  3
169	  3
170	  4
171	  0
172	  3
173	  0
174	  2
175	  1
176	  4
177	  0
178	  1
179	  0
180	  4
181	  4
182	  3
183	  0
184	  4
185	  2
186	  0
187	  1
188	  0
189	  1
190	  3
191	  0
192	  1
193	  1
194	  0
195	  4
196	  3
197	  2
198	  1
199	  0
200	  3
201	  3
202	  1
203	  0
204	  0
205	  0
206	  2
207	  0
208	  0
209	  0
210	  0
211	  3
212	  4
213	  4
214	  3
215	  4
216	  4
217	  0
218	  3
219	  2
220	  4
221	  3
222	  1
223	  4
224	  0
225	  0
226	  3
227	  4
228	  3
229	  1
230	  0
231	  0
232	  1
233	  3
234	  0
235	  4
236	  3
237	  1
238	  1
239	  1
240	  0
241	  4
242	  3
243	  0
244	  0
245	  0
246	  2
247	  1
248	  0
249	  3
250	  0
251	  0
252	  0
253	  4
254	  0
255	  1
256	  0
257	  0
258	  0
259	  3
260	  0
261	  4
262	  3
263	  3
264	  0
265	  0
266	  3
267	  0
268	  3
269	  3
270	  3
271	  2
272	  3
273	  0
274	  0
275	  4
276	  1
277	  3
278	  3
279	  1
280	  0
281	  0
282	  0
283	  4
284	  0
285	  0
286	  2
287	  4
288	  4
289	  0
290	  4
291	  0
292	  1
293	  1
294	  2
295	  3
296	  0
297	  0
298	  1
299	  1
300	  3
301	  3
302	  0
303	  0
304	  1
305	  3
306	  4
307	  4
308	  3
309	  3
310	  4
311	  0
312	  4
313	  3
314	  2
315	  0
316	  2
317	  0
318	  0
319	  3
320	  4
321	  0
322	  3
323	  1
324	  0
325	  3
326	  1
327	  1
328	  3
329	  1
330	  4
331	  0
332	  3
333	  1
334	  1
335	  2
336	  3
337	  0
338	  3
339	  3
340	  0
341	  1
342	  4
343	  0
344	  0
345	  3
346	  3
347	  0
348	  0
349	  0
350	  0
351	  1
352	  0
353	  4
354	  2
355	  3
356	  1
357	  0
358	  0
359	  1
360	  3
361	  3
362	  1
363	  0
364	  1
365	  0
366	  0
367	  4
368	  0
369	  4
370	  4
371	  4
372	  3
373	  0
374	  3
375	  3
376	  2
377	  0
378	  0
379	  1
380	  1
381	  0
382	  0
383	  0
384	  1
385	  1
386	  0
387	  0
388	  0
389	  4
390	  4
391	  0
392	  2
393	  0
394	  3
395	  0
396	  4
397	  1
398	  0
399	  1
400	  4
401	  0
402	  4
403	  0
404	  4
405	  0
406	  0
407	  4
408	  3
409	  0
410	  2
411	  4
412	  3
413	  0
414	  0
415	  3
416	  0
417	  2
418	  1
419	  0
420	  0
421	  1
422	  3
423	  3
424	  0
425	  4
426	  0
427	  0
428	  3
429	  0
430	  0
431	  0
432	  1
433	  0
434	  0
435	  0
436	  0
437	  4
438	  0
439	  0
440	  1
441	  1
442	  3
443	  4
444	  0
445	  2
446	  1
447	  0
448	  1
449	  3
450	  1
451	  0
452	  0
453	  1
454	  3
455	  3
456	  1
457	  0
458	  3
459	  0
460	  0
461	  3
462	  3
463	  4
464	  3
465	  1
466	  0
467	  0
468	  2
469	  1
470	  0
471	  3
472	  0
473	  3
474	  0
475	  1
476	  1
477	  1
478	  4
479	  3
480	  0
481	  1
482	  4
483	  4
484	  0
485	  4
486	  1
487	  0
488	  3
489	  2
490	  0
491	  0
492	  0
493	  3
494	  0
495	  1
496	  2
497	  1
498	  2
499	  1
500	  0
501	  1
502	  4
503	  0
504	  0
505	  0
506	  0
507	  0
508	  4
509	  1
510	  3
511	  4
512	  1
513	  3
514	  0
515	  1
516	  3
517	  1
518	  4
519	  4
520	  3
521	  3
522	  0
523	  4
524	  4
525	  0
526	  3
527	  2
528	  4
529	  4
530	  0
531	  4
532	  0
533	  0
534	  3
535	  0
536	  3
537	  3
538	  0
539	  3
540	  0
541	  0
542	  4
543	  0
544	  0
545	  4
546	  3
547	  0
548	  2
549	  3
550	  0
551	  0
552	  3
553	  3
554	  4
555	  4
556	  0
557	  0
558	  3
559	  3
560	  2
561	  1
562	  0
563	  3
564	  0
565	  3
566	  4
567	  0
568	  0
569	  1
570	  4
571	  1
572	  0
573	  3
574	  0
575	  2
576	  2
577	  3
578	  4
579	  1
580	  3
581	  2
582	  3
583	  0
584	  4
585	  1
586	  0
587	  0
588	  0
589	  3
590	  4
591	  3
592	  3
593	  0
594	  0
595	  3
596	  0
597	  0
598	  0
599	  0
600	  4
601	  2
602	  0
603	  3
604	  0
605	  1
606	  0
607	  0
608	  4
609	  0
610	  0
611	  0
612	  1
613	  0
614	  0
615	  4
616	  1
617	  0
618	  3
619	  3
620	  2
621	  4
622	  1
623	  1
624	  0
625	  1
626	  0
627	  0
628	  3
629	  0
630	  1
631	  0
632	  0
633	  3
634	  0
635	  1
636	  0
637	  0
638	  0
639	  4
640	  4
641	  4
642	  4
643	  3
644	  3
645	  3
646	  0
647	  0
648	  1
649	  0
650	  2
651	  0
652	  0
653	  3
654	  1
655	  4
656	  3
657	  3
658	  2
659	  4
660	  0
661	  0
662	  4
663	  1
664	  2
665	  3
666	  4
667	  0
668	  0
669	  0
670	  4
671	  3
672	  0
673	  3
674	  3
675	  4
676	  1
677	  0
678	  4
679	  1
680	  0
681	  0
682	  3
683	  0
684	  3
685	  0
686	  0
687	  0
688	  0
689	  2
690	  1
691	  3
692	  0
693	  0
694	  2
695	  3
696	  0
697	  2
698	  0
699	  4
700	  1
701	  3
702	  3
703	  3
704	  1
705	  0
706	  1
707	  0
708	  0
709	  3
710	  0
711	  0
712	  3
713	  0
714	  3
715	  0
716	  4
717	  4
718	  4
719	  1
720	  0
721	  0
722	  2
723	  4
724	  1
725	  3
726	  0
727	  4
728	  1
729	  4
730	  3
731	  0
732	  0
733	  4
734	  0
735	  1
736	  0
737	  0
738	  0
739	  4
740	  0
741	  1
742	  3
743	  0
744	  0
745	  0
746	  0
747	  1
748	  4
749	  4
750	  3
751	  3
752	  0
753	  0
754	  3
755	  0
756	  1
757	  0
758	  3
759	  3
760	  0
761	  0
762	  3
763	  1
764	  1
765	  3
766	  1
767	  4
768	  0
769	  3
770	  0
771	  3
772	  4
773	  3
774	  2
775	  0
776	  0
777	  3
778	  1
779	  0
780	  0
781	  0
782	  3
783	  0
784	  4
785	  0
786	  4
787	  3
788	  3
789	  3
790	  1
791	  3
792	  0
793	  1
794	  3
795	  0
796	  0
797	  1
798	  2
799	  0
800	  3
801	  0
802	  4
803	  3
804	  0
805	  4
806	  2
807	  3
808	  3
809	  0
810	  1
811	  4
812	  0
813	  0
814	  2
815	  4
816	  0
817	  0
818	  3
819	  4
820	  0
821	  0
822	  2
823	  0
824	  0
825	  3
826	  4
827	  3
828	  0
829	  0
830	  0
831	  3
832	  3
833	  0
834	  0
835	  0
836	  0
837	  1
838	  0
839	  0
840	  0
841	  1
842	  1
843	  0
844	  4
845	  3
846	  1
847	  0
848	  0
849	  4
850	  0
851	  0
852	  0
853	  4
854	  1
855	  4
856	  3
857	  1
858	  0
859	  0
860	  2
861	  2
862	  3
863	  0
864	  3
865	  0
866	  0
867	  0
868	  1
869	  4
870	  2
871	  3
872	  3
873	  0
874	  0
875	  0
876	  0
877	  1
878	  1
879	  2
880	  1
881	  0
882	  0
883	  2
884	  0
885	  1
886	  0
887	  0
888	  0
889	  3
890	  0
891	  4
892	  3
893	  4
894	  0
895	  0
896	  3
897	  4
898	  0
899	  0
900	  0
901	  0
902	  1
903	  2
904	  1
905	  0
906	  0
907	  0
908	  1
909	  0
910	  0
911	  0
912	  0
913	  4
914	  4
915	  3
916	  1
917	  3
918	  0
919	  0
920	  0
921	  1
922	  0
923	  1
924	  0
925	  0
926	  4
927	  0
928	  4
929	  1
930	  0
931	  3
932	  1
933	  0
934	  0
935	  0
936	  1
937	  4
938	  0
939	  3
940	  3
941	  2
942	  0
943	  0
944	  3
945	  0
946	  3
947	  3
948	  2
949	  0
950	  0
951	  3
952	  0
953	  0
954	  0
955	  4
956	  0
957	  2
958	  3
959	  1
960	  1
961	  0
962	  4
963	  1
964	  0
965	  0
966	  0
967	  0
968	  0
969	  1
970	  3
971	  4
972	  2
973	  3
974	  0
975	  0
976	  2
977	  3
978	  0
979	  0
980	  0
981	  0
982	  0
983	  1
984	  0
985	  3
986	  3
987	  3
988	  1
989	  0
990	  0
991	  0
992	  4
993	  1
994	  0
995	  3
996	  4
997	  3
998	  1
999	  3
1000	  4
1001	  4
1002	  1
1003	  0
1004	  1
1005	  4
1006	  0
1007	  0
1008	  0
1009	  0
1010	  4
1011	  4
1012	  3
1013	  0
1014	  0
1015	  0
1016	  0
1017	  0
1018	  0
1019	  3
1020	  3
1021	  4
1022	  3
1023	  0
1024	  0
1025	  0
1026	  0
1027	  1
1028	  1
1029	  3
1030	  0
1031	  0
